id,target_credit_approval,company_name,sector,creation_year,number_employes,revenues_million,bankruptcy,debts,loan_before,partner_debts,financial_restrictions,purchase_past,purchase_mean_million,purchase_countdays,purchase_payments,purchase_frequency,interest_rate,right_payment
607,false,"Gabelli Equity Trust, Inc. (The)",n/a,2010,257,$273.86,false,true,true,false,false,true,$1.32,206,7,Seldom,4.1,false
608,false,Eastman Kodak Company,n/a,2008,7,$432.03,true,false,true,false,true,true,$2.82,14,3,Daily,1.2,true
609,false,Wayfair Inc.,Catalog/Specialty Distribution,2009,753,$63.09,true,false,true,false,false,true,$6.52,303,3,Once,3.3,false
610,false,"Chimerix, Inc.",Major Pharmaceuticals,1988,168,$379.05,true,true,true,true,true,false,$0.52,364,11,Yearly,0.6,true
611,true,"Ionis Pharmaceuticals, Inc.",Major Pharmaceuticals,2000,504,$29.89,true,true,true,false,true,true,$5.68,5,5,Once,2.5,true
612,true,Sunoco LP,Oil Refining/Marketing,2004,317,$311.81,false,true,true,false,false,true,$4.75,176,12,Seldom,2.7,false
613,false,"Advanced Micro Devices, Inc.",Semiconductors,2001,820,$439.67,true,false,true,false,true,false,$6.78,196,4,Weekly,3.3,true
614,true,Mobile TeleSystems OJSC,Telecommunications Equipment,2013,799,$16.44,true,true,false,false,false,false,$1.66,45,10,Seldom,0.7,true
615,true,PowerShares DWA Momentum Portfolio,n/a,1999,43,$167.68,false,false,true,true,false,true,$0.50,116,5,Never,0.1,true
616,true,"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.",n/a,1987,834,$27.26,false,true,true,true,false,true,$2.05,221,2,Often,1.3,false
617,true,Sotherly Hotels LP,Hotels/Resorts,1996,222,$442.25,false,false,false,true,false,true,$4.24,30,1,Weekly,2.4,true
618,true,Nuveen Georgia Quality Municipal Income Fund ,n/a,1998,277,$86.06,false,true,false,true,false,true,$3.95,345,8,Yearly,4.1,false
619,true,Kansas City Southern,Railroads,1995,493,$5.27,false,false,true,true,false,false,$8.08,356,1,Daily,2.1,true
620,false,"SeaWorld Entertainment, Inc.",Services-Misc. Amusement & Recreation,2010,415,$342.30,false,false,true,false,false,false,$3.67,197,12,Once,4.3,true
621,true,Axalta Coating Systems Ltd.,Paints/Coatings,2005,775,$410.34,true,false,true,true,false,true,$6.25,168,10,Once,3.8,false
622,true,"Appliance Recycling Centers of America, Inc.",Home Furnishings,1970,842,$209.52,false,true,false,false,false,false,$4.82,169,12,Never,2.5,false
623,true,Fibria Celulose S.A.,Paper,2012,216,$240.67,false,false,true,false,true,false,$1.20,152,5,Daily,4.0,false
624,true,Nektar Therapeutics,Major Pharmaceuticals,2000,819,$367.30,false,false,true,true,true,true,$1.96,102,9,Daily,3.9,false
625,true,Sotheby&#39;s,Business Services,1997,150,$292.23,false,true,true,false,false,true,$0.18,33,12,Never,1.1,false
626,false,Fibria Celulose S.A.,Paper,2011,576,$281.63,false,false,true,false,false,true,$5.56,52,2,Daily,4.1,true
627,true,Banner Corporation,Major Banks,1990,745,$361.00,false,false,true,false,false,true,$0.89,122,11,Never,3.5,false
628,true,Park Electrochemical Corporation,Electrical Products,2001,387,$194.16,true,true,false,false,true,true,$7.79,9,3,Yearly,1.5,true
629,false,Monmouth Real Estate Investment Corporation,Real Estate Investment Trusts,2010,951,$455.08,true,false,true,true,true,false,$7.32,262,1,Often,4.6,true
630,true,KT Corporation,Telecommunications Equipment,1985,203,$195.14,false,true,false,false,true,false,$3.24,39,3,Monthly,3.7,false
631,true,Quinpario Acquisition Corp. 2,Business Services,2004,74,$299.72,true,true,true,false,false,true,$5.57,176,2,Daily,3.7,false
632,false,Mercury Systems Inc,Electrical Products,1999,702,$423.89,true,true,false,false,false,false,$7.62,190,11,Daily,3.2,false
633,false,Lyon William Homes,Homebuilding,2010,834,$279.86,false,false,true,true,true,true,$9.57,12,9,Weekly,4.7,false
634,true,Sonoco Products Company,Containers/Packaging,2011,447,$99.07,true,true,false,false,true,true,$3.10,170,8,Often,3.3,true
635,true,Orange,Telecommunications Equipment,2009,576,$455.54,false,false,false,false,true,true,$7.20,134,2,Often,5.0,true
636,false,"Radius Health, Inc.",Major Pharmaceuticals,1998,915,$93.71,true,false,true,true,true,false,$9.08,8,7,Yearly,3.9,true
637,true,"American Electric Power Company, Inc.",Electric Utilities: Central,2010,795,$497.73,false,false,true,true,true,true,$8.46,199,6,Never,2.9,false
638,true,"Fuel Tech, Inc.",Pollution Control Equipment,1989,547,$330.44,false,false,false,false,false,true,$5.13,185,9,Yearly,0.0,true
639,true,"Marsh & McLennan Companies, Inc.",Specialty Insurers,2000,29,$470.82,false,true,false,false,false,true,$4.00,311,4,Yearly,0.1,true
640,false,Taylor Morrison Home Corporation,Homebuilding,2010,710,$207.05,false,true,true,true,false,true,$2.13,97,8,Once,0.9,false
641,true,Wells Fargo & Company,n/a,2006,571,$261.39,true,false,false,true,false,false,$0.33,341,11,Never,4.2,true
642,false,Turquoise Hill Resources Ltd.,Precious Metals,2003,808,$276.97,false,false,false,true,false,false,$4.13,228,2,Weekly,0.3,true
643,false,"BioScrip, Inc.",Medical/Nursing Services,1993,726,$389.92,false,true,true,false,false,false,$5.53,207,2,Yearly,2.1,false
644,true,"Sigma Designs, Inc.",Semiconductors,2000,696,$204.63,false,false,true,false,true,true,$3.79,276,3,Daily,1.7,false
645,true,"McDermott International, Inc.",Metal Fabrications,2003,493,$302.59,false,false,true,true,true,false,$2.65,301,1,Weekly,1.3,false
646,true,China Life Insurance Company Limited,Life Insurance,2005,446,$87.43,true,true,true,false,true,false,$8.43,71,10,Yearly,0.1,false
647,true,Bel Fuse Inc.,Electrical Products,2008,472,$363.04,false,true,true,true,false,false,$7.82,284,9,Monthly,1.3,false
648,true,"Stag Industrial, Inc.",n/a,1992,572,$362.90,false,true,false,true,true,true,$0.81,241,4,Daily,0.3,false
649,true,National General Holdings Corp,Property-Casualty Insurers,2005,630,$87.24,false,true,false,true,true,true,$1.63,50,11,Weekly,1.3,true
650,false,"Tortoise Power and Energy Infrastructure Fund, Inc",n/a,2000,351,$37.84,true,false,false,true,false,true,$1.56,151,10,Never,0.5,false
651,true,Stantec Inc,Military/Government/Technical,1989,784,$379.57,true,false,false,false,false,false,$4.90,198,10,Seldom,3.9,false
652,false,"Intellia Therapeutics, Inc.",Biotechnology: In Vitro & In Vivo Diagnostic Substances,1986,253,$86.74,false,true,false,false,false,false,$2.23,15,4,Daily,0.1,false
653,false,"Lake Shore Bancorp, Inc.",Savings Institutions,1996,146,$367.37,false,true,false,false,true,true,$0.69,222,4,Yearly,3.6,true
654,true,"Penn National Gaming, Inc.",Hotels/Resorts,1990,694,$8.29,false,false,false,false,false,true,$5.90,282,2,Daily,1.6,false
655,false,"Telephone and Data Systems, Inc.",Telecommunications Equipment,2006,219,$406.49,true,true,true,true,false,true,$6.98,261,1,Never,2.7,true
656,false,"Exelixis, Inc.",Biotechnology: Commercial Physical & Biological Resarch,2004,767,$61.77,false,false,false,false,true,false,$1.80,325,10,Weekly,1.1,false
657,false,"M I Acquisitions, Inc.",n/a,1994,853,$314.77,true,true,true,true,true,true,$7.41,214,10,Daily,3.9,true
658,true,CU Bancorp (CA),Major Banks,2010,223,$473.12,false,true,true,false,false,false,$3.46,253,4,Seldom,4.5,false
659,true,"CYS Investments, Inc.",n/a,2003,3,$453.37,true,true,true,false,true,true,$9.65,231,12,Daily,0.7,true
660,true,"Pluristem Therapeutics, Inc.",Biotechnology: Biological Products (No Diagnostic Substances),2007,390,$427.38,true,true,true,true,true,false,$5.77,311,8,Daily,0.5,false
661,true,Global X Social Media ETF,n/a,2007,789,$430.45,true,false,true,false,false,false,$4.86,248,10,Seldom,3.4,true
662,false,"America Movil, S.A.B. de C.V.",Telecommunications Equipment,2006,47,$396.31,false,true,true,true,false,false,$5.42,15,12,Often,4.3,true
663,false,GDS Holdings Limited,"Computer Software: Programming, Data Processing",2009,579,$232.44,false,false,true,false,true,false,$7.77,208,5,Monthly,2.8,false
664,true,Acceleron Pharma Inc.,Biotechnology: Biological Products (No Diagnostic Substances),1993,413,$316.28,false,false,true,false,true,true,$2.91,317,9,Often,2.1,false
665,false,"Parke Bancorp, Inc.",Major Banks,1991,366,$470.61,false,true,false,true,true,false,$5.76,113,9,Daily,2.3,true
666,true,Hersha Hospitality Trust,Real Estate Investment Trusts,1995,293,$174.15,true,true,false,true,true,true,$8.73,252,4,Seldom,2.0,false
667,false,DDR Corp.,n/a,1996,927,$208.16,false,false,true,true,true,false,$3.27,244,4,Daily,2.6,true
668,false,"Nu Skin Enterprises, Inc.",Other Pharmaceuticals,2003,105,$7.25,false,false,false,false,false,true,$2.92,353,4,Monthly,4.0,false
669,true,"Proto Labs, Inc.",Metal Fabrications,2005,628,$306.61,false,true,true,true,false,true,$8.28,80,9,Never,4.5,false
670,false,PowerShares Global Gold & Precious Metals Portfolio,n/a,2005,914,$220.58,false,true,true,false,true,true,$3.52,241,8,Never,4.1,true
671,true,Luminex Corporation,Medical/Dental Instruments,2007,58,$200.90,true,true,true,false,true,true,$8.20,27,5,Never,0.3,true
672,true,TCF Financial Corporation,n/a,1994,74,$177.66,true,false,false,false,true,false,$0.83,364,1,Once,0.7,false
673,true,OCI Partners LP,Major Chemicals,2006,507,$184.97,false,false,false,false,true,true,$0.84,66,1,Seldom,3.4,false
674,true,Vanguard Global ex-U.S. Real Estate ETF,n/a,1990,63,$19.13,false,false,false,true,true,false,$3.26,61,3,Seldom,3.4,false
675,false,"Revolution Lighting Technologies, Inc.",Building Products,2011,542,$411.44,false,true,false,false,true,false,$5.52,354,3,Once,3.6,true
676,true,W.P. Carey Inc.,Real Estate Investment Trusts,2012,731,$105.98,false,true,false,false,true,false,$1.29,286,7,Yearly,4.9,true
677,true,"WhiteHorse Finance, Inc.",n/a,1988,412,$180.91,false,false,true,true,false,true,$8.95,277,8,Weekly,0.2,true
678,false,Pioneer Municipal High Income Trust,n/a,2013,259,$291.92,true,false,true,true,true,false,$8.83,46,12,Often,4.8,true
679,false,"PT Telekomunikasi Indonesia, Tbk",Telecommunications Equipment,1997,115,$113.98,false,false,false,true,false,true,$5.18,314,2,Weekly,1.8,true
680,true,"McCormick & Company, Incorporated",Packaged Foods,2012,197,$15.24,true,false,true,true,false,true,$6.21,337,7,Seldom,1.0,true
681,true,Rosehill Resources Inc.,Oil & Gas Production,1994,507,$117.79,false,false,false,true,true,false,$7.81,337,12,Weekly,2.9,true
682,true,"Stratasys, Ltd.",Computer peripheral equipment,1962,808,$398.39,true,true,true,true,true,true,$9.68,25,7,Seldom,0.1,true
683,true,"51job, Inc.",Diversified Commercial Services,2004,447,$34.43,false,false,false,true,false,false,$8.32,274,11,Monthly,2.4,true
684,true,NeuroDerm Ltd.,Major Pharmaceuticals,1999,10,$396.32,false,false,false,true,false,true,$7.35,274,3,Never,3.1,true
685,false,"Raven Industries, Inc.",Specialty Chemicals,1994,307,$156.73,true,false,true,false,false,false,$8.52,273,3,Never,0.8,false
686,true,"Gap, Inc. (The)",Clothing/Shoe/Accessory Stores,1999,545,$107.95,true,false,true,false,false,true,$2.29,52,4,Often,1.1,false
687,false,Orange,Telecommunications Equipment,1995,476,$461.52,true,false,false,false,true,false,$9.00,264,9,Often,1.5,true
688,true,Addus HomeCare Corporation,Medical/Nursing Services,2009,986,$398.60,false,true,false,true,true,false,$6.29,15,10,Weekly,1.6,false
689,true,Fifth Street Asset Management Inc.,Investment Managers,2005,41,$113.56,false,true,false,true,false,true,$9.89,352,6,Monthly,2.3,false
690,true,Eaton Vance Tax-Managed Diversified Equity Income Fund,n/a,1998,495,$490.98,false,false,true,false,false,true,$6.96,306,2,Often,3.6,false
691,true,"Scripps Networks Interactive, Inc",Television Services,1999,902,$2.60,false,true,false,false,true,false,$2.60,50,4,Yearly,4.4,true
692,false,iShares MSCI USA ESG Optimized ETF,n/a,2009,785,$86.48,false,true,false,true,false,true,$2.08,217,10,Monthly,3.7,true
693,false,UBS AG,Major Banks,2010,932,$205.48,false,false,false,true,true,false,$6.02,148,4,Often,4.1,true
694,true,"The Hanover Insurance Group, Inc.",Property-Casualty Insurers,1998,977,$301.46,false,true,false,false,false,true,$7.00,20,2,Yearly,0.8,false
695,true,"Innovative Solutions and Support, Inc.",EDP Services,1980,890,$26.66,false,true,false,true,false,false,$7.40,203,1,Yearly,0.3,true
696,true,"Easterly Government Properties, Inc.",Real Estate Investment Trusts,1994,55,$424.64,true,false,false,false,true,false,$7.48,361,2,Monthly,0.9,true
697,false,Paragon Commercial Corporation,Major Banks,2007,833,$16.85,false,true,true,false,false,true,$0.62,234,5,Seldom,4.6,true
698,false,"SMART Global Holdings, Inc.",Semiconductors,2003,54,$109.24,true,false,false,false,false,true,$6.85,365,9,Often,0.2,true
699,true,The Joint Corp.,Multi-Sector Companies,2011,222,$414.05,false,true,false,true,false,true,$2.85,363,7,Seldom,2.6,true
700,true,FIRST REPUBLIC BANK,n/a,2007,591,$270.26,false,false,true,true,false,false,$2.01,357,8,Yearly,3.0,false
701,true,Annaly Capital Management Inc,n/a,1996,554,$106.33,false,true,false,false,true,false,$5.94,19,12,Daily,4.5,false
702,true,Tecogen Inc.,Industrial Machinery/Components,2004,646,$378.51,true,true,true,true,false,true,$0.69,81,4,Never,2.7,true
703,false,West Corporation,Business Services,2001,252,$236.59,false,false,true,true,true,true,$0.88,202,11,Weekly,4.1,true
704,true,Quinpario Acquisition Corp. 2,Business Services,1970,452,$328.22,false,false,true,false,false,true,$1.93,361,7,Never,4.0,false
705,false,ProQR Therapeutics N.V.,Major Pharmaceuticals,2007,908,$25.85,true,true,false,false,false,false,$7.76,49,12,Yearly,1.5,false
706,false,Washington Real Estate Investment Trust,n/a,1987,854,$10.50,false,false,true,false,true,false,$9.25,219,10,Once,1.8,true
707,true,"Dime Community Bancshares, Inc.",Savings Institutions,2006,370,$260.20,false,false,false,false,false,false,$6.79,220,7,Yearly,0.2,false
708,true,Winmark Corporation,Other Specialty Stores,1996,779,$484.73,true,true,false,false,true,true,$4.39,356,3,Monthly,0.2,true
709,true,"Banco Santander, S.A.",n/a,2001,358,$177.37,true,true,true,true,true,false,$3.99,53,3,Seldom,3.3,true
710,false,Endo International plc,Major Pharmaceuticals,1992,581,$319.71,false,true,true,true,false,false,$7.10,93,4,Once,1.0,false
711,false,CytRx Corporation,Biotechnology: Biological Products (No Diagnostic Substances),2000,663,$164.01,false,true,false,false,true,true,$7.72,164,5,Yearly,1.2,true
712,true,First Trust Municipal CEF Income Opportunity ETF,n/a,2003,430,$493.68,false,false,true,true,true,false,$7.44,250,12,Never,3.5,false
713,true,Methanex Corporation,Major Chemicals,2001,84,$349.96,true,true,false,false,false,false,$9.04,286,6,Weekly,0.9,false
714,false,Infinera Corporation,Telecommunications Equipment,1989,65,$260.62,true,true,true,true,true,false,$7.94,25,4,Weekly,3.0,false
715,true,Radware Ltd.,Business Services,1999,452,$187.11,false,false,true,false,false,true,$2.99,194,4,Never,2.3,false
716,false,UMB Financial Corporation,Major Banks,1993,273,$233.20,true,true,true,false,false,true,$6.60,39,5,Weekly,4.3,true
717,true,"Intrepid Potash, Inc",Mining & Quarrying of Nonmetallic Minerals (No Fuels),2006,296,$218.06,true,false,true,false,false,true,$0.24,138,12,Daily,4.6,true
718,true,"Berkshire Hills Bancorp, Inc.",Banks,2008,222,$189.42,true,true,false,false,false,false,$2.71,196,8,Weekly,4.1,true
719,true,TearLab Corporation,Medical/Dental Instruments,1999,358,$181.43,true,true,true,true,true,false,$6.46,316,7,Seldom,4.3,true
720,true,"LifePoint Health, Inc.",Hospital/Nursing Management,2007,432,$81.68,true,false,true,true,false,true,$7.01,127,10,Daily,3.4,false
721,true,"Sunworks, Inc.",Telecommunications Equipment,1990,383,$201.29,true,false,false,true,true,true,$7.20,82,4,Yearly,4.6,false
722,true,Capital One Financial Corporation,n/a,1989,791,$220.18,false,false,false,false,true,false,$6.91,332,3,Often,2.3,true
723,false,iShares Commodities Select Strategy ETF,n/a,2011,146,$273.88,true,true,true,false,true,true,$0.77,176,7,Monthly,1.0,true
724,true,"World Wrestling Entertainment, Inc.",Movies/Entertainment,1986,160,$440.98,true,true,true,false,false,false,$5.98,121,10,Often,2.0,false
725,false,Nano Dimension Ltd.,Electrical Products,1999,884,$384.79,true,true,false,true,true,true,$5.64,45,8,Seldom,1.1,false
726,false,"Zillow Group, Inc.",Business Services,2005,99,$220.89,true,true,false,false,true,false,$0.88,174,6,Monthly,1.6,false
727,true,"Barracuda Networks, Inc.",Computer peripheral equipment,1999,246,$427.10,false,true,true,false,false,false,$9.14,245,9,Weekly,2.9,true
728,true,Westpac Banking Corporation,Commercial Banks,2009,866,$76.54,true,true,true,true,true,false,$9.23,154,10,Yearly,2.9,true
729,false,"Titan Pharmaceuticals, Inc.",Biotechnology: Biological Products (No Diagnostic Substances),1998,911,$449.99,false,false,false,true,false,true,$8.91,354,5,Seldom,1.4,true
730,false,"Liberty TripAdvisor Holdings, Inc.",EDP Services,2010,435,$492.10,false,true,false,true,false,true,$2.37,243,9,Often,1.0,false
731,true,WisdomTree Barclays Interest Rate Hedged U.S. Aggregate Bond F,n/a,2005,632,$222.06,false,true,false,true,true,false,$3.40,245,6,Once,4.3,false
732,false,McDonald&#39;s Corporation,Restaurants,2006,666,$155.41,false,false,true,true,false,true,$6.70,7,3,Daily,1.9,true
733,false,Prudential Public Limited Company,Life Insurance,2006,652,$443.49,true,true,false,false,false,true,$5.51,171,7,Weekly,3.2,true
734,true,Nuveen Ohio Quality Municipal Income Fund,n/a,1983,865,$173.14,false,false,true,false,true,false,$6.97,260,3,Once,4.1,true
735,false,Repros Therapeutics Inc.,Biotechnology: Biological Products (No Diagnostic Substances),2009,113,$486.27,false,true,false,true,false,true,$3.41,234,4,Never,3.0,true
736,false,"Apple Hospitality REIT, Inc.",Real Estate Investment Trusts,2010,673,$111.78,false,false,true,true,false,false,$8.98,25,4,Monthly,4.6,false
737,true,"Himax Technologies, Inc.",Semiconductors,2007,779,$490.45,false,false,true,false,true,true,$6.24,332,5,Daily,1.8,true
738,true,"NanoString Technologies, Inc.",Biotechnology: Biological Products (No Diagnostic Substances),1995,347,$161.61,false,false,false,false,false,false,$4.19,116,2,Yearly,2.7,true
739,true,Gladstone Investment Corporation,n/a,1982,926,$285.07,false,false,true,false,true,false,$7.29,102,6,Often,1.6,false
740,false,J P Morgan Chase & Co,n/a,2004,379,$276.81,false,false,false,false,true,true,$5.50,306,8,Weekly,2.0,true
741,false,Hutchison China MediTech Limited,Major Pharmaceuticals,2001,374,$378.44,false,false,false,true,false,true,$8.00,83,9,Daily,0.9,true
742,false,"Pain Therapeutics, Inc.",Major Pharmaceuticals,1990,990,$358.12,false,false,true,true,false,true,$0.28,114,9,Never,0.1,true
743,false,California First National Bancorp,Major Banks,1991,245,$490.07,false,false,false,false,false,true,$6.42,115,3,Seldom,4.9,false
744,true,The Organics ETF,n/a,2003,578,$309.98,true,true,true,false,true,false,$3.78,294,2,Yearly,3.0,false
745,false,"The Michaels Companies, Inc.",Recreational Products/Toys,1992,85,$125.11,false,true,true,false,true,false,$5.93,202,12,Monthly,2.3,false
746,true,"Grifols, S.A.",Major Pharmaceuticals,2006,795,$9.59,false,true,true,true,true,false,$8.31,123,4,Seldom,3.4,true
747,false,Carnival Corporation,Marine Transportation,2007,334,$427.88,false,true,false,true,true,false,$6.55,6,8,Weekly,4.1,true
748,false,PetroChina Company Limited,Oil & Gas Production,1997,517,$46.07,false,false,true,false,false,true,$9.87,81,2,Monthly,4.7,true
749,true,"Tetraphase Pharmaceuticals, Inc.",Major Pharmaceuticals,1975,168,$313.50,false,true,true,true,true,false,$1.58,79,8,Daily,1.8,true
750,true,Cubic Corporation,Industrial Machinery/Components,2010,117,$188.09,true,true,false,true,false,false,$6.90,174,8,Daily,2.5,false
751,false,"TPG Specialty Lending, Inc.",n/a,1997,938,$30.58,false,false,true,false,false,false,$1.20,87,1,Daily,2.1,true
752,false,"Manning & Napier, Inc.",Investment Managers,1994,198,$206.60,true,true,false,true,false,true,$0.51,257,1,Seldom,2.1,true
753,true,Babcock,Building Products,2004,337,$469.81,false,false,false,true,false,false,$7.00,24,7,Seldom,0.2,true
754,true,Semtech Corporation,Semiconductors,1990,799,$443.41,true,true,true,true,true,false,$4.10,229,2,Daily,3.2,false
755,true,Delta Technology Holdings Limited,Major Chemicals,1999,231,$414.80,true,false,false,true,true,true,$7.10,362,11,Monthly,4.7,false
756,false,iSectors Post-MPT Growth ETF,n/a,2009,168,$214.43,false,true,true,true,true,false,$6.42,169,8,Once,4.5,false
757,false,"CoreCivic, Inc.",Real Estate Investment Trusts,1994,308,$299.10,false,false,false,true,false,false,$7.58,179,7,Weekly,1.5,false
758,false,Toyota Motor Corp Ltd Ord,Auto Manufacturing,1996,574,$66.37,true,false,true,false,true,false,$2.47,37,8,Daily,1.1,true
759,false,"Patriot Transportation Holding, Inc.",Trucking Freight/Courier Services,1985,903,$442.75,false,true,false,false,true,false,$0.49,156,2,Never,5.0,false
760,true,CONSOL Energy Inc.,Coal Mining,2000,77,$367.54,false,false,false,false,false,true,$3.74,210,8,Never,4.5,false
761,true,"MIDSTATES PETROLEUM COMPANY, INC.",Oil & Gas Production,2000,762,$352.83,false,false,true,false,false,false,$4.46,83,1,Yearly,0.8,true
762,true,Vince Holding Corp.,Clothing/Shoe/Accessory Stores,2012,230,$431.78,false,false,false,true,true,true,$1.48,311,1,Never,1.3,false
763,false,Monotype Imaging Holdings Inc.,EDP Services,1991,579,$238.16,false,false,false,true,false,false,$5.24,56,1,Yearly,1.6,true
764,false,Xenon Pharmaceuticals Inc.,Major Pharmaceuticals,1985,759,$28.34,true,true,true,false,false,false,$6.98,352,4,Weekly,2.1,true
765,true,UroGen Pharma Ltd.,Major Pharmaceuticals,2009,328,$369.75,true,true,true,false,false,true,$8.96,38,3,Weekly,1.8,true
766,true,Realty Income Corporation,Real Estate Investment Trusts,2002,34,$167.99,true,true,true,true,false,false,$0.33,86,3,Monthly,4.4,false
767,false,Paragon Commercial Corporation,Major Banks,1998,366,$418.69,true,false,false,true,true,true,$1.58,90,6,Never,0.6,false
768,false,"Donegal Group, Inc.",Property-Casualty Insurers,2008,76,$416.43,false,true,true,true,false,true,$2.11,249,9,Yearly,3.0,true
769,false,"First Savings Financial Group, Inc.",Savings Institutions,2012,901,$161.26,true,false,true,true,false,false,$8.04,154,6,Monthly,2.3,true
770,false,Gentex Corporation,Auto Parts:O.E.M.,2010,884,$450.07,true,true,true,false,true,false,$1.10,296,12,Weekly,0.7,false
771,true,"Otonomy, Inc.",Major Pharmaceuticals,1993,691,$393.56,false,false,false,false,false,true,$8.52,43,5,Once,1.1,false
772,false,First South Bancorp Inc,Major Banks,2009,718,$331.21,true,true,true,false,true,false,$9.33,139,9,Monthly,3.6,false
773,true,Changyou.com Limited,Computer Software: Prepackaged Software,2002,358,$477.45,false,false,true,false,true,true,$3.00,145,9,Monthly,3.6,false
774,true,Invesco Trust  for Investment Grade New York Municipal,n/a,2001,461,$66.86,false,false,true,false,false,true,$3.90,20,8,Often,2.8,true
775,false,W.R. Grace & Co.,Major Chemicals,1994,396,$1.86,false,false,true,true,false,true,$7.85,173,3,Often,3.1,true
776,true,Coca-Cola Company (The),Beverages (Production/Distribution),2005,674,$23.92,false,false,false,true,false,true,$4.45,7,4,Yearly,0.4,true
777,false,"Fitbit, Inc.",Computer Manufacturing,2012,715,$207.92,false,false,false,true,true,false,$3.75,27,8,Weekly,4.8,false
778,true,Xinyuan Real Estate Co Ltd,Homebuilding,1998,336,$115.63,false,true,true,true,true,false,$4.74,84,7,Once,1.0,false
779,false,MFS Municipal Income Trust,n/a,1997,513,$148.21,true,true,false,false,false,false,$7.16,175,12,Often,3.6,false
780,true,LiNiu Technology Group,Services-Misc. Amusement & Recreation,2005,420,$99.95,false,true,true,false,true,false,$4.22,331,3,Once,2.6,true
781,false,"Airgain, Inc.",Radio And Television Broadcasting And Communications Equipment,2000,987,$481.67,false,false,true,true,true,true,$4.63,188,3,Often,3.2,false
782,true,RAIT Financial Trust,Real Estate Investment Trusts,1999,835,$17.01,true,true,true,false,false,true,$6.65,235,12,Seldom,4.0,false
783,false,Deluxe Corporation,Publishing,2004,912,$99.63,false,true,true,true,true,false,$6.21,191,2,Never,0.5,true
784,true,Bank of America Corporation,n/a,1998,369,$316.53,false,false,false,true,false,true,$1.04,276,2,Yearly,4.9,false
785,true,"Knight Transportation, Inc.",Trucking Freight/Courier Services,1987,691,$11.24,false,false,false,false,false,true,$9.97,116,10,Often,4.4,true
786,false,Seneca Foods Corp.,Packaged Foods,2012,432,$151.83,true,true,true,true,true,false,$6.78,232,11,Daily,2.0,false
787,true,"Cracker Barrel Old Country Store, Inc.",Restaurants,2000,262,$73.41,true,false,true,false,false,false,$1.44,142,9,Seldom,4.7,true
788,false,Accuray Incorporated,Medical/Dental Instruments,2007,931,$128.13,false,true,false,true,false,true,$5.40,44,10,Daily,2.5,false
789,true,"SORL Auto Parts, Inc.",Auto Parts:O.E.M.,1993,736,$128.70,true,false,false,false,true,false,$2.38,143,9,Daily,3.7,false
790,false,"Okta, Inc.",Computer Software: Prepackaged Software,2001,650,$429.24,true,true,false,false,true,true,$3.37,139,11,Once,3.4,true
791,false,"DigitalGlobe, Inc",Telecommunications Equipment,1996,167,$25.65,false,false,false,true,true,false,$4.77,127,10,Seldom,4.6,true
792,false,Resource Capital Corp.,n/a,1990,811,$323.83,true,false,true,true,false,false,$8.89,245,7,Once,1.7,true
793,true,Capitala Finance Corp.,n/a,2010,386,$123.11,false,false,true,true,false,true,$7.75,126,4,Once,2.2,true
794,true,China Zenix Auto International Limited,Auto Parts:O.E.M.,2007,930,$78.15,true,false,true,true,false,true,$3.70,100,9,Yearly,3.3,false
795,false,"Viking Therapeutics, Inc.",Major Pharmaceuticals,1993,226,$196.69,false,false,false,false,true,false,$8.39,157,11,Never,3.5,true
796,true,"Flexion Therapeutics, Inc.",Major Pharmaceuticals,1997,135,$410.71,false,false,true,true,true,true,$0.46,27,10,Weekly,3.6,true
797,false,"Depomed, Inc.",Major Pharmaceuticals,1985,451,$273.60,false,false,false,true,false,true,$9.87,215,11,Daily,4.9,false
798,true,TOP Ships Inc.,Marine Transportation,1962,910,$138.48,true,false,false,false,true,false,$1.26,91,4,Yearly,0.5,true
799,true,Allstate Corporation (The),n/a,1992,523,$227.13,false,true,true,true,false,true,$3.83,61,2,Daily,4.6,true
800,true,"Chipotle Mexican Grill, Inc.",Restaurants,1977,29,$66.42,false,false,true,true,false,true,$0.24,190,5,Seldom,1.6,true
801,false,John Hancock Preferred Income Fund,n/a,1997,124,$412.55,false,false,false,true,false,true,$2.25,269,4,Seldom,2.9,true
802,true,Kitov Pharmaceuticals Holdings Ltd.,Major Pharmaceuticals,2008,171,$111.39,true,false,false,false,true,true,$3.60,59,8,Never,4.1,true
803,false,National Storage Affiliates Trust,Real Estate Investment Trusts,2004,522,$291.31,true,false,false,true,true,true,$2.80,134,1,Seldom,2.9,true
804,false,Geospace Technologies Corporation,Industrial Machinery/Components,2007,813,$364.00,true,true,true,false,false,true,$0.71,13,3,Monthly,3.9,false
805,true,Blackrock MuniYield Pennsylvania Quality Fund,n/a,1966,24,$252.37,true,true,true,true,true,true,$4.58,115,3,Never,2.7,true
806,true,"Polar Power, Inc.",n/a,1993,768,$464.14,true,false,true,false,true,false,$9.90,257,10,Weekly,1.8,false
807,false,New Home Company Inc. (The),Homebuilding,2005,116,$25.26,true,false,false,true,true,false,$9.29,192,12,Daily,0.5,true
808,false,Cognex Corporation,Industrial Machinery/Components,2008,345,$421.91,true,true,true,true,false,true,$3.68,148,9,Often,1.1,true
